"Date","Price","Open","High","Low","Change %"
"Aug 12, 2020","13,292.04","13,280.60","13,542.34","12,958.44","0.18%"
"Aug 11, 2020","13,268.38","14,115.84","14,147.91","13,209.68","-5.97%"
"Aug 10, 2020","14,110.29","14,174.27","14,268.79","14,058.94","-0.46%"
"Aug 07, 2020","14,175.16","14,345.74","14,423.88","14,044.38","-1.15%"
"Aug 06, 2020","14,340.22","14,136.65","14,385.91","14,114.10","1.48%"
"Aug 05, 2020","14,131.67","14,081.74","14,258.40","13,993.78","0.40%"
"Aug 04, 2020","14,075.79","13,801.55","14,085.52","13,746.45","1.99%"
"Aug 03, 2020","13,801.41","13,817.63","13,847.65","13,693.72","0.16%"
"Jul 31, 2020","13,779.24","13,712.05","13,843.08","13,672.69","0.49%"
"Jul 30, 2020","13,711.99","13,797.20","13,806.56","13,593.86","-0.62%"
"Jul 29, 2020","13,797.37","13,714.33","13,869.08","13,617.03","0.60%"
"Jul 28, 2020","13,714.76","13,588.58","13,861.41","13,370.50","0.92%"
"Jul 27, 2020","13,589.46","13,332.17","13,622.62","13,330.29","1.85%"
"Jul 24, 2020","13,342.42","13,220.04","13,376.41","13,178.58","0.93%"
"Jul 23, 2020","13,219.62","13,104.74","13,296.49","13,057.42","0.88%"
"Jul 22, 2020","13,104.71","12,856.29","13,106.59","12,842.61","1.93%"
"Jul 21, 2020","12,856.29","12,695.18","12,871.84","12,676.08","1.27%"
"Jul 20, 2020","12,695.08","12,653.21","12,719.29","12,625.36","0.30%"
"Jul 17, 2020","12,656.61","12,562.33","12,670.35","12,546.57","0.75%"
"Jul 16, 2020","12,562.12","12,652.41","12,676.17","12,545.93","-0.71%"
"Jul 15, 2020","12,652.34","12,671.31","12,694.49","12,591.37","-0.21%"
"Jul 14, 2020","12,678.98","12,614.47","12,692.37","12,566.18","0.51%"
"Jul 13, 2020","12,614.45","12,297.91","12,696.61","12,297.91","0.15%"
"Jul 10, 2020","12,595.59","12,613.92","12,678.12","12,563.31","-0.14%"
"Jul 09, 2020","12,613.85","12,671.13","12,702.05","12,560.88","-0.45%"
"Jul 08, 2020","12,671.20","12,591.43","12,731.92","12,572.15","0.64%"
"Jul 07, 2020","12,591.21","12,525.00","12,608.33","12,457.28","0.53%"
"Jul 06, 2020","12,525.00","12,551.99","12,557.38","12,458.83","-0.14%"
"Jul 03, 2020","12,543.08","12,549.33","12,567.07","12,519.40","-0.05%"
"Jul 02, 2020","12,549.65","12,519.24","12,577.29","12,425.92","0.24%"
"Jul 01, 2020","12,519.17","12,585.42","12,643.56","12,440.76","-0.51%"
"Jun 30, 2020","12,582.91","12,550.58","12,620.50","12,483.71","0.26%"
"Jun 29, 2020","12,550.46","12,554.92","12,570.32","12,494.85","0.09%"
"Jun 26, 2020","12,539.00","12,482.37","12,543.41","12,370.33","0.44%"
"Jun 25, 2020","12,483.58","12,471.62","12,521.63","12,425.72","0.10%"
"Jun 24, 2020","12,470.63","12,486.38","12,586.64","12,463.29","-0.09%"
"Jun 23, 2020","12,481.91","12,408.12","12,503.24","12,362.22","0.59%"
"Jun 22, 2020","12,408.37","12,367.87","12,465.88","12,333.20","0.62%"
"Jun 19, 2020","12,331.37","12,214.58","12,343.97","12,202.12","0.96%"
"Jun 18, 2020","12,213.51","12,235.04","12,298.62","12,178.40","-0.18%"
"Jun 17, 2020","12,235.08","12,238.16","12,262.72","12,143.35","-0.03%"
"Jun 16, 2020","12,238.19","12,232.62","12,275.43","12,152.75","0.05%"
"Jun 15, 2020","12,232.62","12,270.71","12,295.98","12,093.46","-0.22%"
"Jun 12, 2020","12,259.92","12,203.83","12,327.63","12,169.96","0.46%"
"Jun 11, 2020","12,203.91","12,277.62","12,328.95","12,168.91","-0.60%"
"Jun 10, 2020","12,277.76","12,135.48","12,286.47","12,063.39","1.18%"
"Jun 09, 2020","12,134.92","12,011.67","12,184.62","11,972.46","1.03%"
"Jun 08, 2020","12,011.63","11,930.66","12,027.99","11,881.26","0.61%"
"Jun 05, 2020","11,939.08","12,192.41","12,212.20","11,847.20","-2.05%"
"Jun 04, 2020","12,189.00","12,086.71","12,241.17","12,075.39","0.83%"
"Jun 03, 2020","12,088.42","12,269.83","12,313.89","12,039.69","-1.48%"
"Jun 02, 2020","12,269.94","12,400.55","12,425.71","12,224.38","-1.05%"
"Jun 01, 2020","12,400.52","12,411.64","12,440.70","12,325.09","0.44%"
"May 29, 2020","12,345.83","12,280.46","12,402.47","12,238.25","0.53%"
"May 28, 2020","12,280.53","12,255.73","12,354.87","12,229.03","0.20%"
"May 27, 2020","12,255.91","12,206.38","12,299.20","12,136.43","0.41%"
"May 26, 2020","12,206.38","12,338.28","12,383.77","12,189.90","-1.11%"
"May 25, 2020","12,343.59","12,368.55","12,378.55","12,284.74","-0.20%"
"May 22, 2020","12,367.77","12,287.51","12,431.20","12,265.00","0.59%"
"May 21, 2020","12,295.56","12,399.83","12,427.76","12,210.61","-0.84%"
"May 20, 2020","12,399.54","12,386.24","12,462.76","12,365.98","0.11%"
"May 19, 2020","12,386.24","12,317.01","12,414.85","12,266.22","0.56%"
"May 18, 2020","12,317.18","12,093.54","12,568.87","12,093.54","-0.47%"
"May 15, 2020","12,375.53","12,278.63","12,443.86","12,261.10","0.78%"
"May 14, 2020","12,279.33","12,173.96","12,328.39","12,138.73","0.86%"
"May 13, 2020","12,174.12","12,060.36","12,191.70","12,046.01","0.94%"
"May 12, 2020","12,060.43","12,047.31","12,122.76","12,020.12","0.11%"
"May 11, 2020","12,046.96","12,044.85","12,123.49","12,001.97","0.05%"
"May 08, 2020","12,041.38","12,158.18","12,200.29","12,033.61","-0.97%"
"May 07, 2020","12,159.58","11,975.26","12,206.76","11,942.75","1.53%"
"May 06, 2020","11,976.00","12,047.23","12,123.00","11,951.93","-0.59%"
"May 05, 2020","12,046.92","12,036.43","12,096.85","11,945.36","0.26%"
"May 04, 2020","12,015.31","11,998.68","12,094.51","11,948.14","0.06%"
"May 01, 2020","12,008.61","11,914.82","12,051.87","11,794.32","0.79%"
"Apr 30, 2020","11,914.18","12,122.17","12,153.01","11,869.02","-1.72%"
"Apr 29, 2020","12,122.10","12,092.99","12,156.25","12,013.53","0.21%"
"Apr 28, 2020","12,096.88","12,149.38","12,164.22","11,975.74","-0.43%"
"Apr 27, 2020","12,149.34","12,224.39","12,237.06","12,089.12","-0.73%"
"Apr 24, 2020","12,239.29","12,243.38","12,297.75","12,111.57","0.03%"
"Apr 23, 2020","12,236.03","12,150.46","12,297.76","12,089.06","0.71%"
"Apr 22, 2020","12,149.71","11,959.99","12,182.22","11,902.50","1.59%"
"Apr 21, 2020","11,960.13","11,996.85","12,034.83","11,783.50","-0.31%"
"Apr 20, 2020","11,996.92","11,969.38","12,049.53","11,822.55","0.68%"
"Apr 17, 2020","11,915.90","12,159.95","12,174.40","11,878.28","-2.01%"
"Apr 16, 2020","12,160.71","12,133.57","12,298.77","12,091.46","0.23%"
"Apr 15, 2020","12,132.93","12,176.97","12,213.91","12,062.25","-0.36%"
"Apr 14, 2020","12,177.04","12,080.59","12,321.82","12,042.05","0.80%"
"Apr 13, 2020","12,080.66","11,860.57","12,157.92","11,784.37","1.60%"
"Apr 10, 2020","11,890.14","11,857.68","11,950.59","11,787.38","0.28%"
"Apr 09, 2020","11,857.12","11,626.65","11,911.21","11,610.14","1.98%"
"Apr 08, 2020","11,626.64","11,612.50","11,709.79","11,573.75","0.12%"
"Apr 07, 2020","11,612.75","11,786.38","11,870.08","11,575.48","-1.47%"
"Apr 06, 2020","11,786.20","11,330.67","11,844.72","11,330.67","2.66%"
"Apr 03, 2020","11,480.79","11,431.43","11,533.31","11,361.03","0.41%"
"Apr 02, 2020","11,433.42","11,298.64","11,484.31","11,214.79","1.19%"
"Apr 01, 2020","11,298.50","11,172.38","11,386.88","11,092.87","1.14%"
"Mar 31, 2020","11,171.59","11,520.95","11,602.86","11,132.13","-3.02%"
"Mar 30, 2020","11,519.63","11,510.13","11,625.88","11,408.28","-0.24%"
"Mar 27, 2020","11,547.77","11,536.29","11,603.25","11,427.42","0.10%"
"Mar 26, 2020","11,536.50","11,507.04","11,652.08","11,324.29","0.26%"
"Mar 25, 2020","11,506.96","11,497.09","11,604.96","11,275.55","0.09%"
"Mar 24, 2020","11,497.13","11,020.93","11,574.41","11,017.66","4.33%"
"Mar 23, 2020","11,019.76","10,701.91","11,074.88","10,541.62","3.63%"
"Mar 20, 2020","10,633.89","10,456.24","10,714.12","10,380.14","1.65%"
"Mar 19, 2020","10,461.57","10,474.55","10,613.85","10,360.32","-0.83%"
"Mar 18, 2020","10,548.83","10,774.72","10,787.15","10,392.41","-1.53%"
"Mar 17, 2020","10,713.00","10,587.69","10,883.90","10,286.29","1.16%"
"Mar 16, 2020","10,590.34","10,936.64","11,020.67","10,189.62","-1.22%"
"Mar 13, 2020","10,721.02","11,092.08","11,172.05","10,560.22","-3.31%"
"Mar 12, 2020","11,087.64","11,380.05","11,505.42","10,974.12","-2.57%"
"Mar 11, 2020","11,380.42","11,470.83","11,610.55","11,365.80","-0.82%"
"Mar 10, 2020","11,474.17","11,672.42","11,675.38","11,424.58","-1.69%"
"Mar 09, 2020","11,671.42","11,744.10","11,802.66","11,501.46","0.56%"
"Mar 06, 2020","11,605.97","11,603.82","11,729.80","11,424.06","0.04%"
"Mar 05, 2020","11,601.17","11,334.48","11,617.55","11,321.94","2.33%"
"Mar 04, 2020","11,337.13","11,418.81","11,495.38","11,323.49","-0.75%"
"Mar 03, 2020","11,422.45","11,070.14","11,484.13","11,057.30","3.23%"
"Mar 02, 2020","11,065.23","11,124.34","11,226.75","11,029.35","-0.16%"
"Feb 28, 2020","11,083.11","11,522.27","11,554.50","10,948.44","-3.80%"
"Feb 27, 2020","11,520.57","11,522.38","11,630.46","11,456.91","-0.02%"
"Feb 26, 2020","11,523.13","11,465.85","11,617.63","11,419.19","0.49%"
"Feb 25, 2020","11,467.00","11,660.50","11,670.06","11,425.80","-1.69%"
"Feb 24, 2020","11,663.64","11,656.35","11,873.64","11,614.68","0.98%"
"Feb 21, 2020","11,550.37","11,376.78","11,593.85","11,371.87","1.55%"
"Feb 20, 2020","11,374.41","11,277.42","11,403.51","11,237.05","0.85%"
"Feb 19, 2020","11,278.18","11,203.55","11,287.58","11,189.51","0.65%"
"Feb 18, 2020","11,205.55","11,056.06","11,232.86","11,053.62","1.52%"
"Feb 17, 2020","11,038.21","11,072.09","11,072.86","11,017.51","-0.31%"
"Feb 14, 2020","11,072.17","10,995.16","11,074.49","10,982.83","0.68%"
"Feb 13, 2020","10,997.32","10,917.62","11,013.57","10,914.03","0.73%"
"Feb 12, 2020","10,917.83","10,921.92","10,949.26","10,883.90","-0.04%"
"Feb 11, 2020","10,921.75","10,976.40","10,983.24","10,882.18","-0.53%"
"Feb 10, 2020","10,980.42","10,993.64","11,040.35","10,955.35","-0.13%"
"Feb 07, 2020","10,994.35","10,921.42","11,019.93","10,903.09","0.67%"
"Feb 06, 2020","10,921.11","10,850.51","10,930.08","10,801.05","0.64%"
"Feb 05, 2020","10,851.38","10,869.62","10,939.28","10,792.91","-0.15%"
"Feb 04, 2020","10,867.66","11,068.17","11,090.56","10,840.65","-1.84%"
"Feb 03, 2020","11,071.47","11,028.27","11,102.58","10,977.91","0.37%"
"Jan 31, 2020","11,030.66","10,920.82","11,030.66","10,896.34","1.01%"
"Jan 30, 2020","10,920.48","10,938.78","11,001.32","10,907.89","-0.16%"
"Jan 29, 2020","10,938.39","10,873.69","10,945.72","10,842.68","0.60%"
"Jan 28, 2020","10,873.51","10,970.17","10,981.87","10,860.33","-0.91%"
"Jan 27, 2020","10,973.54","10,963.62","11,006.45","10,929.28","0.72%"
"Jan 24, 2020","10,895.08","10,840.94","10,930.50","10,794.55","0.50%"
"Jan 23, 2020","10,840.98","10,762.46","10,876.19","10,754.52","0.69%"
"Jan 22, 2020","10,766.19","10,762.17","10,769.63","10,697.15","0.04%"
"Jan 21, 2020","10,761.56","10,718.95","10,813.45","10,674.35","0.19%"
"Jan 20, 2020","10,741.53","10,690.72","10,741.53","10,668.98","0.60%"
"Jan 17, 2020","10,677.80","10,678.70","10,710.11","10,650.58","-0.02%"
"Jan 16, 2020","10,679.57","10,725.68","10,738.53","10,647.51","-0.42%"
"Jan 15, 2020","10,724.31","10,646.24","10,737.64","10,643.83","0.74%"
"Jan 14, 2020","10,645.38","10,669.58","10,675.65","10,558.33","-0.24%"
"Jan 13, 2020","10,670.94","10,809.69","10,809.76","10,654.27","-1.29%"
"Jan 10, 2020","10,809.88","10,762.73","10,816.07","10,707.07","0.45%"
"Jan 09, 2020","10,761.20","10,810.20","10,837.21","10,661.22","-0.46%"
"Jan 08, 2020","10,811.38","10,938.60","11,192.76","10,783.46","-1.13%"
"Jan 07, 2020","10,934.60","10,922.79","10,955.33","10,830.63","0.10%"
"Jan 06, 2020","10,923.20","10,810.17","11,018.05","10,810.17","1.07%"
"Jan 03, 2020","10,808.03","10,650.58","10,820.56","10,641.89","1.49%"
"Jan 02, 2020","10,649.50","10,558.64","10,664.87","10,558.36","0.80%"
"Jan 01, 2020","10,565.23","10,569.17","10,569.17","10,565.23","-0.01%"
"Dec 31, 2019","10,565.92","10,589.51","10,638.66","10,556.27","-0.19%"
"Dec 30, 2019","10,585.87","10,574.01","10,599.26","10,547.96","0.17%"
"Dec 27, 2019","10,568.25","10,567.42","10,600.97","10,543.88","-0.04%"
"Dec 26, 2019","10,572.83","10,485.45","10,584.18","10,471.73","0.88%"
"Dec 25, 2019","10,480.95","10,507.90","10,507.90","10,463.33","-0.26%"
"Dec 24, 2019","10,508.17","10,422.22","10,518.78","10,414.77","0.87%"
"Dec 23, 2019","10,417.55","10,357.24","10,422.08","10,352.33","0.58%"
"Dec 20, 2019","10,357.38","10,368.35","10,382.69","10,338.45","-0.10%"
"Dec 19, 2019","10,367.83","10,328.83","10,388.70","10,319.28","0.31%"
"Dec 18, 2019","10,336.19","10,335.42","10,362.85","10,298.67","0.06%"
"Dec 17, 2019","10,329.55","10,321.41","10,359.22","10,307.18","0.07%"
"Dec 16, 2019","10,322.83","10,309.27","10,360.31","10,290.76","0.07%"
"Dec 13, 2019","10,315.17","10,268.02","10,330.44","10,215.88","0.47%"
"Dec 12, 2019","10,267.10","10,386.80","10,467.47","10,230.45","-1.10%"
"Dec 11, 2019","10,380.78","10,296.04","10,409.61","10,289.59","0.77%"
"Dec 10, 2019","10,301.62","10,290.46","10,335.09","10,271.59","0.12%"
"Dec 09, 2019","10,289.27","10,267.03","10,318.17","10,258.68","0.19%"
"Dec 06, 2019","10,269.31","10,398.69","10,407.22","10,259.91","-1.24%"
"Dec 05, 2019","10,398.12","10,392.50","10,429.83","10,362.00","0.03%"
"Dec 04, 2019","10,394.58","10,434.51","10,500.01","10,371.89","-0.36%"
"Dec 03, 2019","10,432.49","10,292.90","10,462.17","10,273.83","1.34%"
"Dec 02, 2019","10,294.27","10,314.89","10,314.89","10,240.00","-0.18%"
"Nov 29, 2019","10,312.95","10,245.65","10,313.87","10,210.23","0.52%"
"Nov 28, 2019","10,259.94","10,220.01","10,259.94","10,220.01","0.37%"
"Nov 27, 2019","10,221.92","10,277.39","10,282.61","10,206.95","-0.55%"
"Nov 26, 2019","10,278.73","10,240.83","10,290.49","10,200.67","0.38%"
"Nov 25, 2019","10,239.35","10,294.63","10,294.63","10,228.73","-0.54%"
"Nov 22, 2019","10,294.52","10,294.85","10,372.88","10,280.74","0.00%"
"Nov 21, 2019","10,294.31","10,353.98","10,397.58","10,279.78","-0.58%"
"Nov 20, 2019","10,354.05","10,348.43","10,407.97","10,312.25","0.06%"
"Nov 19, 2019","10,347.90","10,337.39","10,367.82","10,283.28","0.09%"
"Nov 18, 2019","10,338.83","10,285.72","10,357.09","10,212.75","0.54%"
"Nov 15, 2019","10,283.69","10,327.96","10,329.80","10,247.64","-0.45%"
"Nov 14, 2019","10,329.70","10,278.65","10,352.05","10,252.93","0.50%"
"Nov 13, 2019","10,278.11","10,208.81","10,306.14","10,204.35","0.70%"
"Nov 12, 2019","10,207.04","10,206.79","10,233.67","10,129.37","0.01%"
"Nov 11, 2019","10,206.07","10,207.20","10,279.17","10,152.33","0.01%"
"Nov 08, 2019","10,204.83","10,246.50","10,289.25","10,171.60","-0.42%"
"Nov 07, 2019","10,248.24","10,432.42","10,471.85","10,195.45","-1.75%"
"Nov 06, 2019","10,431.06","10,400.18","10,457.33","10,371.18","0.30%"
"Nov 05, 2019","10,399.59","10,613.38","10,616.75","10,369.74","-2.01%"
"Nov 04, 2019","10,613.06","10,652.80","10,653.86","10,576.92","-0.42%"
"Nov 01, 2019","10,657.41","10,649.51","10,668.28","10,582.33","0.07%"
"Oct 31, 2019","10,650.48","10,553.55","10,664.56","10,533.03","0.93%"
"Oct 30, 2019","10,552.43","10,513.35","10,559.67","10,448.35","0.39%"
"Oct 29, 2019","10,511.93","10,546.92","10,559.02","10,481.47","-0.35%"
"Oct 28, 2019","10,548.83","10,627.92","10,650.30","10,529.22","-0.77%"
"Oct 25, 2019","10,630.17","10,631.57","10,731.51","10,600.85","-0.01%"
"Oct 24, 2019","10,631.58","10,537.80","10,632.28","10,511.81","0.85%"
"Oct 23, 2019","10,542.23","10,531.18","10,582.08","10,530.40","0.13%"
"Oct 22, 2019","10,528.66","10,501.61","10,547.13","10,476.78","0.24%"
"Oct 21, 2019","10,503.64","10,567.47","10,576.55","10,486.31","-0.46%"
"Oct 18, 2019","10,552.44","10,560.78","10,578.62","10,516.55","-0.06%"
"Oct 17, 2019","10,559.12","10,566.50","10,597.92","10,478.84","-0.10%"
"Oct 16, 2019","10,569.60","10,490.72","10,587.43","10,485.19","0.77%"
"Oct 15, 2019","10,488.89","10,548.80","10,606.89","10,456.87","-0.61%"
"Oct 14, 2019","10,553.16","10,555.38","10,593.16","10,474.11","-0.02%"
"Oct 11, 2019","10,555.09","10,632.10","10,675.83","10,450.42","-0.71%"
"Oct 10, 2019","10,630.68","10,735.54","10,820.18","10,611.72","-1.00%"
"Oct 09, 2019","10,737.99","10,752.72","10,795.23","10,682.95","-0.17%"
"Oct 08, 2019","10,756.68","10,677.80","10,780.50","10,603.45","0.76%"
"Oct 07, 2019","10,675.34","10,756.50","10,790.22","10,650.58","-0.74%"
"Oct 04, 2019","10,755.41","10,758.99","10,800.75","10,701.16","-0.03%"
"Oct 03, 2019","10,758.99","10,722.09","10,856.55","10,692.86","0.34%"
"Oct 02, 2019","10,722.06","10,574.35","10,758.12","10,538.47","1.40%"
"Oct 01, 2019","10,574.31","10,523.66","10,631.51","10,427.67","0.47%"
"Sep 30, 2019","10,525.23","10,662.83","10,687.20","10,466.90","-1.29%"
"Sep 27, 2019","10,662.35","10,729.58","10,758.59","10,596.26","-0.66%"
"Sep 26, 2019","10,733.14","10,727.22","10,786.08","10,709.09","0.08%"
"Sep 25, 2019","10,725.05","10,899.64","10,923.10","10,707.58","-1.62%"
"Sep 24, 2019","10,901.58","10,839.25","10,930.67","10,780.51","0.60%"
"Sep 23, 2019","10,836.49","10,755.98","10,866.18","10,719.64","0.75%"
"Sep 20, 2019","10,756.33","10,638.88","10,758.39","10,625.39","1.12%"
"Sep 19, 2019","10,637.01","10,585.10","10,671.30","10,548.26","0.47%"
"Sep 18, 2019","10,586.73","10,644.48","10,707.63","10,517.48","-0.57%"
"Sep 17, 2019","10,647.35","10,587.81","10,689.21","10,576.51","0.55%"
"Sep 16, 2019","10,589.43","10,636.15","10,701.35","10,572.05","0.48%"
"Sep 13, 2019","10,539.10","10,617.99","10,683.16","10,516.53","-0.70%"
"Sep 12, 2019","10,612.98","10,650.80","10,797.91","10,569.42","-0.40%"
"Sep 11, 2019","10,655.25","10,566.77","10,663.48","10,562.57","0.83%"
"Sep 10, 2019","10,567.98","10,673.77","10,686.23","10,555.89","-1.01%"
"Sep 09, 2019","10,675.44","10,721.93","10,796.68","10,666.93","-0.44%"
"Sep 06, 2019","10,723.00","10,861.94","10,875.33","10,689.23","-1.26%"
"Sep 05, 2019","10,859.92","11,089.62","11,093.91","10,800.14","-2.11%"
"Sep 04, 2019","11,093.49","11,112.76","11,133.86","10,976.02","-0.14%"
"Sep 03, 2019","11,109.34","10,970.70","11,126.74","10,925.86","1.20%"
"Sep 02, 2019","10,977.32","10,875.59","10,981.89","10,875.59","0.88%"
"Aug 30, 2019","10,881.32","10,916.42","10,967.82","10,859.45","-0.31%"
"Aug 29, 2019","10,914.65","11,025.23","11,115.29","10,854.65","-1.02%"
"Aug 28, 2019","11,027.00","11,044.70","11,082.66","10,968.82","-0.15%"
"Aug 27, 2019","11,043.83","10,924.02","11,063.75","10,906.15","1.11%"
"Aug 26, 2019","10,922.82","10,917.99","11,043.18","10,889.56","0.82%"
"Aug 23, 2019","10,834.25","10,618.34","10,856.43","10,585.63","2.16%"
"Aug 22, 2019","10,605.64","10,615.25","10,660.38","10,570.04","-0.04%"
"Aug 21, 2019","10,610.26","10,638.83","10,650.83","10,562.61","-0.27%"
"Aug 20, 2019","10,638.68","10,544.78","10,649.93","10,525.93","0.90%"
"Aug 19, 2019","10,543.69","10,642.08","10,656.19","10,519.62","-1.09%"
"Aug 16, 2019","10,659.59","10,714.31","10,745.78","10,594.25","-0.51%"
"Aug 15, 2019","10,713.84","10,650.94","10,739.92","10,597.75","0.58%"
"Aug 14, 2019","10,652.14","10,572.03","10,705.95","10,492.23","0.73%"
"Aug 13, 2019","10,575.05","10,671.47","10,848.88","10,456.19","-0.87%"
"Aug 12, 2019","10,667.68","10,574.90","10,712.22","10,510.99","0.88%"
"Aug 09, 2019","10,574.89","10,575.75","10,634.82","10,548.58","0.01%"
"Aug 08, 2019","10,574.03","10,600.30","10,638.60","10,501.20","-0.25%"
"Aug 07, 2019","10,600.15","10,356.72","10,664.46","10,342.50","2.31%"
"Aug 06, 2019","10,360.47","10,320.83","10,397.32","10,252.73","0.37%"
"Aug 05, 2019","10,322.39","10,002.52","10,368.70","9,976.85","3.23%"
"Aug 02, 2019","9,999.18","9,972.55","10,051.25","9,907.68","0.29%"
"Aug 01, 2019","9,970.62","9,732.75","9,974.14","9,670.02","2.43%"
"Jul 31, 2019","9,734.16","9,851.27","9,869.67","9,716.88","-1.18%"
"Jul 30, 2019","9,850.00","9,840.18","9,869.14","9,798.39","0.14%"
"Jul 29, 2019","9,836.17","9,761.88","9,845.50","9,757.82","0.79%"
"Jul 26, 2019","9,759.07","9,723.85","9,799.81","9,716.02","0.39%"
"Jul 25, 2019","9,721.23","9,798.61","9,853.92","9,696.27","-0.79%"
"Jul 24, 2019","9,798.77","9,753.24","9,826.25","9,744.58","0.48%"
"Jul 23, 2019","9,752.40","9,804.31","9,830.92","9,734.18","-0.53%"
"Jul 22, 2019","9,804.57","9,807.85","9,836.88","9,784.39","-0.04%"
"Jul 19, 2019","9,808.95","9,947.49","9,995.22","9,773.69","-1.41%"
"Jul 18, 2019","9,949.24","9,805.36","9,963.00","9,733.16","1.47%"
"Jul 17, 2019","9,805.26","9,666.49","9,808.01","9,628.11","1.42%"
"Jul 16, 2019","9,668.33","9,726.07","9,754.69","9,633.83","-0.59%"
"Jul 15, 2019","9,726.03","9,740.99","9,767.48","9,680.49","-0.15%"
"Jul 12, 2019","9,740.81","9,643.47","9,749.25","9,641.57","1.00%"
"Jul 11, 2019","9,644.39","9,751.75","9,801.51","9,627.90","-1.12%"
"Jul 10, 2019","9,753.33","9,623.08","9,753.33","9,567.25","1.32%"
"Jul 09, 2019","9,626.67","9,609.58","9,645.72","9,549.08","0.24%"
"Jul 08, 2019","9,603.58","9,651.20","9,698.00","9,578.41","-0.46%"
"Jul 05, 2019","9,647.91","9,729.51","9,788.23","9,551.33","-0.82%"
"Jul 04, 2019","9,727.67","9,766.18","9,777.64","9,692.92","-0.35%"
"Jul 03, 2019","9,762.29","9,745.92","9,875.98","9,718.42","0.13%"
"Jul 02, 2019","9,749.86","9,480.62","9,758.52","9,477.13","2.79%"
"Jul 01, 2019","9,484.84","9,565.92","9,598.40","9,461.95","-2.00%"
"Jun 28, 2019","9,678.75","9,696.92","9,799.19","9,663.75","-0.17%"
"Jun 27, 2019","9,695.65","9,696.25","9,713.03","9,629.27","0.03%"
"Jun 26, 2019","9,692.27","9,796.28","9,798.97","9,644.81","-1.03%"
"Jun 25, 2019","9,793.60","9,756.49","9,901.07","9,715.32","0.32%"
"Jun 24, 2019","9,762.22","9,632.32","9,774.17","9,626.33","1.53%"
"Jun 21, 2019","9,615.57","9,517.01","9,652.55","9,505.50","1.07%"
"Jun 20, 2019","9,513.86","9,386.22","9,549.75","9,367.52","1.31%"
"Jun 19, 2019","9,391.07","9,295.87","9,405.12","9,258.08","1.02%"
"Jun 18, 2019","9,295.89","9,281.69","9,383.50","9,258.33","0.18%"
"Jun 17, 2019","9,278.91","9,293.26","9,302.55","9,226.01","-0.13%"
"Jun 14, 2019","9,291.11","9,291.41","9,404.50","9,265.15","0.01%"
"Jun 13, 2019","9,290.58","9,225.65","9,297.73","9,213.68","0.71%"
"Jun 12, 2019","9,225.07","9,172.97","9,265.25","9,167.00","0.59%"
"Jun 11, 2019","9,170.81","9,203.00","9,218.00","9,121.23","-0.36%"
"Jun 10, 2019","9,203.78","9,226.24","9,239.19","9,181.55","-0.64%"
"Jun 07, 2019","9,263.45","9,232.50","9,317.48","9,193.73","0.38%"
"Jun 06, 2019","9,228.46","9,194.26","9,261.92","9,174.91","0.40%"
"Jun 05, 2019","9,191.52","9,155.77","9,281.64","9,149.17","0.38%"
"Jun 04, 2019","9,156.77","9,148.23","9,190.80","9,117.82","0.10%"
"Jun 03, 2019","9,147.43","9,026.75","9,170.15","9,020.92","1.46%"
"May 31, 2019","9,015.51","8,896.78","9,024.08","8,891.21","1.36%"
"May 30, 2019","8,894.79","8,851.56","8,901.29","8,803.49","0.50%"
"May 29, 2019","8,850.50","8,839.88","8,890.55","8,836.25","0.10%"
"May 28, 2019","8,841.50","8,867.67","8,888.35","8,822.92","-0.30%"
"May 27, 2019","8,867.94","8,871.43","8,883.55","8,854.11","0.02%"
"May 24, 2019","8,866.09","8,867.84","8,883.84","8,836.28","-0.06%"
"May 23, 2019","8,871.08","8,797.79","8,900.44","8,793.34","0.85%"
"May 22, 2019","8,796.72","8,798.39","8,818.32","8,783.00","-0.03%"
"May 21, 2019","8,799.33","8,833.39","8,834.84","8,766.25","-0.38%"
"May 20, 2019","8,832.85","8,841.57","8,849.69","8,800.57","-0.07%"
"May 17, 2019","8,838.89","8,855.72","8,905.06","8,815.51","-0.20%"
"May 16, 2019","8,856.98","8,914.25","8,942.91","8,838.39","-0.65%"
"May 15, 2019","8,915.20","8,917.92","8,952.49","8,876.28","-0.04%"
"May 14, 2019","8,918.34","8,942.53","8,966.56","8,892.94","-0.27%"
"May 13, 2019","8,942.13","8,779.01","8,951.17","8,771.68","1.90%"
"May 10, 2019","8,775.73","8,766.96","8,800.89","8,728.39","0.10%"
"May 09, 2019","8,767.13","8,688.14","8,792.54","8,685.39","0.92%"
"May 08, 2019","8,687.46","8,705.15","8,756.49","8,676.62","-0.21%"
"May 07, 2019","8,705.59","8,655.13","8,716.07","8,650.24","0.51%"
"May 06, 2019","8,661.20","8,631.79","8,727.89","8,631.72","0.54%"
"May 03, 2019","8,614.86","8,557.06","8,638.24","8,544.93","0.68%"
"May 02, 2019","8,556.58","8,594.48","8,605.73","8,526.68","-0.48%"
"May 01, 2019","8,598.08","8,647.55","8,669.17","8,573.48","-0.54%"
"Apr 30, 2019","8,644.92","8,618.62","8,661.53","8,614.50","0.32%"
"Apr 29, 2019","8,617.67","8,655.67","8,663.42","8,602.64","-0.43%"
"Apr 26, 2019","8,655.17","8,611.00","8,673.58","8,595.17","0.50%"
