"Date","Price","Open","High","Low","Change %"
"Apr 02, 2019","6.7233","6.7176","6.7252","6.7149","0.18%"
"Apr 01, 2019","6.7115","6.7125","6.7144","6.7003","-0.01%"
"Mar 29, 2019","6.7120","6.7336","6.7364","6.7066","-0.40%"
"Mar 28, 2019","6.7390","6.7267","6.7408","6.7207","0.18%"
"Mar 27, 2019","6.7271","6.7130","6.7278","6.7111","0.17%"
"Mar 26, 2019","6.7157","6.7071","6.7167","6.7026","0.09%"
"Mar 25, 2019","6.7094","6.7211","6.7214","6.7053","-0.13%"
"Mar 22, 2019","6.7181","6.7028","6.7183","6.6974","0.28%"
"Mar 21, 2019","6.6993","6.6806","6.7001","6.6726","0.07%"
"Mar 20, 2019","6.6946","6.7187","6.7198","6.6941","-0.26%"
"Mar 19, 2019","6.7119","6.7145","6.7211","6.7095","-0.02%"
"Mar 18, 2019","6.7130","6.7138","6.7180","6.7081","-0.01%"
"Mar 15, 2019","6.7138","6.7222","6.7302","6.7069","-0.14%"
"Mar 14, 2019","6.7230","6.7077","6.7299","6.7031","0.24%"
"Mar 13, 2019","6.7071","6.7053","6.7123","6.7026","-0.02%"
"Mar 12, 2019","6.7085","6.7241","6.7241","6.7038","-0.27%"
"Mar 11, 2019","6.7265","6.7244","6.7315","6.7224","0.07%"
"Mar 08, 2019","6.7216","6.7268","6.7278","6.7173","0.10%"
"Mar 07, 2019","6.7149","6.7082","6.7150","6.7034","0.04%"
"Mar 06, 2019","6.7119","6.7064","6.7201","6.7032","0.06%"
"Mar 05, 2019","6.7076","6.7077","6.7085","6.6970","0.00%"
"Mar 04, 2019","6.7073","6.7086","6.7086","6.6868","0.01%"
"Mar 01, 2019","6.7064","6.6943","6.7112","6.6942","0.18%"
"Feb 28, 2019","6.6941","6.6876","6.6943","6.6790","0.10%"
"Feb 27, 2019","6.6872","6.6937","6.6984","6.6783","-0.19%"
"Feb 26, 2019","6.7002","6.6893","6.7066","6.6893","0.16%"
"Feb 25, 2019","6.6894","6.7167","6.7167","6.6768","-0.37%"
"Feb 22, 2019","6.7142","6.7314","6.7368","6.7114","-0.08%"
"Feb 21, 2019","6.7198","6.7199","6.7263","6.6887","-0.02%"
"Feb 20, 2019","6.7213","6.7374","6.7415","6.7139","-0.55%"
"Feb 19, 2019","6.7587","6.7729","6.7825","6.7564","-0.12%"
"Feb 18, 2019","6.7667","6.7725","6.7725","6.7526","-0.09%"
"Feb 15, 2019","6.7730","6.7757","6.7864","6.7684","0.01%"
"Feb 14, 2019","6.7721","6.7676","6.7779","6.7583","0.17%"
"Feb 13, 2019","6.7604","6.7584","6.7665","6.7506","-0.20%"
"Feb 12, 2019","6.7740","6.7912","6.7956","6.7661","-0.27%"
"Feb 11, 2019","6.7923","6.7435","6.7939","6.7435","0.70%"
"Feb 08, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 07, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 06, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 05, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 04, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 01, 2019","6.7448","6.7005","6.7448","6.7005","0.66%"
"Jan 31, 2019","6.7008","6.6996","6.7160","6.6955","-0.23%"
"Jan 30, 2019","6.7165","6.7354","6.7354","6.7081","-0.24%"
"Jan 29, 2019","6.7329","6.7467","6.7554","6.7300","-0.18%"
"Jan 28, 2019","6.7453","6.7415","6.7459","6.7215","-0.03%"
"Jan 25, 2019","6.7473","6.7919","6.7930","6.7472","-0.61%"
"Jan 24, 2019","6.7885","6.7821","6.8013","6.7793","-0.05%"
"Jan 23, 2019","6.7920","6.8050","6.8058","6.7782","-0.24%"
"Jan 22, 2019","6.8080","6.7912","6.8112","6.7912","0.15%"
"Jan 21, 2019","6.7980","6.7966","6.8019","6.7866","0.28%"
"Jan 18, 2019","6.7790","6.7721","6.7831","6.7693","0.04%"
"Jan 17, 2019","6.7764","6.7465","6.7797","6.7465","0.29%"
"Jan 16, 2019","6.7568","6.7729","6.7824","6.7550","-0.06%"
"Jan 15, 2019","6.7610","6.7465","6.7613","6.7392","-0.10%"
"Jan 14, 2019","6.7680","6.7434","6.7714","6.7350","0.07%"
"Jan 11, 2019","6.7630","6.7933","6.7934","6.7394","-0.38%"
"Jan 10, 2019","6.7885","6.8173","6.8235","6.7733","-0.41%"
"Jan 09, 2019","6.8165","6.8485","6.8485","6.8165","-0.54%"
"Jan 08, 2019","6.8532","6.8443","6.8623","6.8438","0.03%"
"Jan 07, 2019","6.8510","6.8507","6.8531","6.8440","-0.26%"
"Jan 04, 2019","6.8692","6.8687","6.8737","6.8639","-0.04%"
"Jan 03, 2019","6.8720","6.8639","6.8839","6.8639","0.15%"
"Jan 02, 2019","6.8620","6.8631","6.8694","6.8506","-0.24%"
"Jan 01, 2019","6.8785","6.8785","6.8785","6.8785","0.00%"
"Dec 31, 2018","6.8785","6.8785","6.8785","6.8785","0.00%"
"Dec 28, 2018","6.8785","6.8648","6.8785","6.8500","0.18%"
"Dec 27, 2018","6.8663","6.8899","6.8964","6.8635","-0.28%"
"Dec 26, 2018","6.8854","6.8873","6.8919","6.8761","-0.03%"
"Dec 25, 2018","6.8872","6.8961","6.8979","6.8765","-0.17%"
"Dec 24, 2018","6.8991","6.9078","6.9131","6.8949","-0.11%"
"Dec 21, 2018","6.9065","6.8818","6.9078","6.8818","0.31%"
"Dec 20, 2018","6.8851","6.9050","6.9150","6.8836","-0.10%"
"Dec 19, 2018","6.8922","6.8908","6.8983","6.8873","-0.04%"
"Dec 18, 2018","6.8951","6.8917","6.9017","6.8882","-0.03%"
"Dec 17, 2018","6.8972","6.9009","6.9035","6.8927","-0.15%"
"Dec 14, 2018","6.9077","6.8883","6.9078","6.8869","0.38%"
"Dec 13, 2018","6.8816","6.8776","6.8837","6.8641","0.02%"
"Dec 12, 2018","6.8800","6.8849","6.8951","6.8769","-0.29%"
"Dec 11, 2018","6.9000","6.9185","6.9185","6.8950","-0.17%"
"Dec 10, 2018","6.9117","6.8918","6.9181","6.8861","0.52%"
"Dec 07, 2018","6.8757","6.8800","6.8919","6.8682","-0.10%"
"Dec 06, 2018","6.8827","6.8559","6.8970","6.8559","0.38%"
"Dec 05, 2018","6.8567","6.8518","6.8712","6.8458","0.28%"
"Dec 04, 2018","6.8373","6.8835","6.8915","6.8338","-0.66%"
"Dec 03, 2018","6.8830","6.9275","6.9367","6.8830","-1.11%"
"Nov 30, 2018","6.9605","6.9496","6.9605","6.9449","0.26%"
"Nov 29, 2018","6.9425","6.9437","6.9477","6.9353","-0.16%"
"Nov 28, 2018","6.9539","6.9499","6.9574","6.9499","0.03%"
"Nov 27, 2018","6.9515","6.9491","6.9552","6.9446","0.15%"
"Nov 26, 2018","6.9408","6.9466","6.9481","6.9341","-0.11%"
"Nov 23, 2018","6.9485","6.9328","6.9496","6.9320","0.24%"
"Nov 22, 2018","6.9319","6.9317","6.9389","6.9230","0.07%"
"Nov 21, 2018","6.9270","6.9435","6.9519","6.9270","-0.26%"
"Nov 20, 2018","6.9452","6.9439","6.9469","6.9367","0.05%"
"Nov 19, 2018","6.9420","6.9348","6.9472","6.9347","0.06%"
"Nov 16, 2018","6.9380","6.9392","6.9518","6.9297","-0.02%"
"Nov 15, 2018","6.9393","6.9428","6.9473","6.9329","-0.16%"
"Nov 14, 2018","6.9505","6.9491","6.9551","6.9463","-0.08%"
"Nov 13, 2018","6.9560","6.9657","6.9710","6.9496","-0.11%"
"Nov 12, 2018","6.9635","6.9519","6.9704","6.9490","0.10%"
"Nov 09, 2018","6.9568","6.9399","6.9568","6.9399","0.32%"
"Nov 08, 2018","6.9345","6.9254","6.9394","6.9254","0.21%"
"Nov 07, 2018","6.9200","6.9256","6.9435","6.9145","0.01%"
"Nov 06, 2018","6.9195","6.9268","6.9307","6.9136","-0.09%"
